Business Name,Address,Phone Number,Facility Type,Referral Priority
ASAP - ADOLESCENT SUBSTANCE ABUSE PROGRAM,"8607 N 59TH AVE, GLENDALE, AZ 85302-5433",602-625-7889,Exclude / Not Useful,X
ASAP - ADOLESCENT SUBSTANCE ABUSE PROGRAM,"2530 S ALMA SCHOOL RD, MESA, AZ 85210-4016",602-625-7889,Exclude / Not Useful,X
ASAP - ADOLESCENT SUBSTANCE ABUSE PROGRAM,"3839 E SHEA BLVD, PHOENIX, AZ 85028-3445",602-625-7889,Exclude / Not Useful,X
ASCEND BEHAVIORAL HEALTH AND WELLNESS LLC,"16841 N 31ST AVE, PHOENIX, AZ 85053-3012",602-460-1449,Exclude / Not Useful,X
"ASCEND HEALTHCARE, INC","8222 S 48TH ST, PHOENIX, AZ 85044-5364",602-538-9282,Exclude / Not Useful,X
ASHLYN DYER AQUATICS CENTER,"222 W THOMAS RD STE 10, PHOENIX, AZ 85013-4419",602-406-6715,Exclude / Not Useful,X
ASMC SCOTTSDALE,"8630 E VIA DE VENTURA, SCOTTSDALE, AZ 85258-3326",602-396-9894,Exclude / Not Useful,X
ASPIRE,"1012 S STAPLEY DR, MESA, AZ 85204-4270",480-831-7566,Exclude / Not Useful,X
ASPIRE BEHAVIORAL CARE,"5604 E MAIN ST, MESA, AZ 85205-8813",617-678-3066,Exclude / Not Useful,X
ASPIRE COUNSELING SERVICES AZ LLC,"4225 E WINDROSE DR, PHOENIX, AZ 85032-7580",602-509-2301,Exclude / Not Useful,X
ASPIRING ANEW GENERATION CLINIC LLC,"2701 E THOMAS RD STE K, PHOENIX, AZ 85016-8218",602-570-5633,Exclude / Not Useful,X
ASSURED IMAGING WOMEN'S WELLNESS OF SOUTHERN AZ,"9180 E DESERT COVE AVE STE 1, SCOTTSDALE, AZ 85260-6254",888-233-6121,Exclude / Not Useful,X
ASU HEALTH SERVICES - POLYTECHNIC,"7332 E SUN DEVIL MALL, MESA, AZ 85212",480-965-9113,Exclude / Not Useful,X
ASU HEALTH SERVICES - SDA SUN DEVIL ATHLETICS,"500 E VETERANS WAY LOWR L, TEMPE, AZ 85281",480-965-1360,Exclude / Not Useful,X
ASU HEALTH SERVICES - SUN DEVIL FITNESS CENTER,"400 E APACHE BLVD STE 13, TEMPE, AZ 85281",480-965-6531,Exclude / Not Useful,X
ASU HEALTH SERVICES - TEMPE,"451 E UNIVERSITY DR, TEMPE, AZ 85281-5390",480-965-9113,Exclude / Not Useful,X
ASU HEALTH SERVICES - WEST CAMPUS,"4701 W THUNDERBIRD RD # UC, GLENDALE, AZ 85306-4900",602-543-8019,Exclude / Not Useful,X
ASU HEALTH SERVICES – DOWNTOWN,"500 N 3RD ST STE 1, PHOENIX, AZ 85004-2135",602-496-0721,Exclude / Not Useful,X
ATLAS MEDICAL SYSTEMS PLLC,"3320 N 3RD AVE, PHOENIX, AZ 85013-4304",480-588-3165,Exclude / Not Useful,X
ATR INTEGRATED LLC,"205 E OSBORN RD, PHOENIX, AZ 85012-2327",602-628-0601,Exclude / Not Useful,X
"AUDACIOUS LIVING, LLC","11225 N 28TH DR STE D218, PHOENIX, AZ 85029-5652",702-683-5187,Exclude / Not Useful,X
"AURORA BEHAVIORAL HEALTH SYSTEM, LLC","6015 W PEORIA AVE, GLENDALE, AZ 85302-1213",623-344-4400,Exclude / Not Useful,X
AURORA BEHAVIORAL HEALTHCARE TEMPE,"6350 S MAPLE AVE, TEMPE, AZ 85283-2857",480-345-5400,Exclude / Not Useful,X
AVERY'S HOUSE LLC,"11624 E SHEA BLVD, SCOTTSDALE, AZ 85259-5111",602-694-9646,Exclude / Not Useful,X
"AWAKENING RECOVERY CENTER, LLC","1204 E BASELINE RD, TEMPE, AZ 85283-1454",480-209-1977,Exclude / Not Useful,X
AXIOM CARE,"4040 E MCDOWELL RD, PHOENIX, AZ 85008-4414",480-738-6025,Exclude / Not Useful,X
AXIOM CARE,"4040 E MCDOWELL RD STE 215, PHOENIX, AZ 85008-4438",480-738-6025,Exclude / Not Useful,X
AXIOM CARE,"4040 E MCDOWELL RD STE 211, PHOENIX, AZ 85008-4438",480-738-6025,Exclude / Not Useful,X
AXIOM CARE,"1422 N 44TH ST, PHOENIX, AZ 85008-5642",602-680-0636,Exclude / Not Useful,X
"AXIOS WELLNESS CENTER, LLC","1840 E UNIVERSITY DR # SU, MESA, AZ 85203-8237",480-709-4567,Exclude / Not Useful,X
AZ CENTER FOR CHANGE,"4205 N 7TH AVE STE 3, PHOENIX, AZ 85013-3078",602-253-8488,Exclude / Not Useful,X
AZ COMPASSIONATE CARE BEHAVIORAL & WELLNESS CLINIC,"15640 N 7TH ST STE A1, PHOENIX, AZ 85022-3520",602-858-0191,Exclude / Not Useful,X
"AZ PINNACLE COUNSELING, LLC","5010 E SHEA BLVD, SCOTTSDALE, AZ 85254-4681",480-382-2807,Exclude / Not Useful,X
"AZ PINNACLE COUNSELING, LLC","10429 S 51ST ST, PHOENIX, AZ 85044-5228",480-382-2807,Exclude / Not Useful,X
AZHP COMMUNITY CARE,"8111 E THOMAS RD STE 1, SCOTTSDALE, AZ 85251-5844",480-735-9090,Exclude / Not Useful,X
AZITTS,"2729 E MAIN ST STE 101, MESA, AZ 85213-9228",602-710-7011,Exclude / Not Useful,X
AZITTS,"2735 E MAIN ST STE 8, MESA, AZ 85213-9269",602-710-7011,Exclude / Not Useful,X
B2B BEHAVIORAL HEALTH SERVICES LLC,"2045 S VINEYARD BLDG 1E, MESA, AZ 85210-6889",480-935-3449,Exclude / Not Useful,X
BAART PROGRAMS CHANDLER,"908A W CHANDLER BLVD, CHANDLER, AZ 85225-2548",214-379-3347,Exclude / Not Useful,X
BALANCED MIND COUNSELING,"7200 W BELL RD STE E102, GLENDALE, AZ 85308-8534",303-582-4157,Exclude / Not Useful,X
BANNER - UNIVERSITY MEDICINE INSTITUTES 1441,"1441 N 12TH ST, PHOENIX, AZ 85006-2837",602-242-4664,Exclude / Not Useful,X
BANNER - UNIVERSITY MEDICINE INSTITUTES 755,"755 E MCDOWELL RD, PHOENIX, AZ 85006-2506",844-242-4664,Exclude / Not Useful,X
BANNER ALZHEIMER'S INSTITUTE,"901 E WILLETTA ST, PHOENIX, AZ 85006-2727",602-839-6900,Exclude / Not Useful,X
BANNER ALZHEIMERS INSTITUTE,"901 E WILLETTA ST, PHOENIX, AZ 85006-2727",602-839-6901,Exclude / Not Useful,X
BANNER BEHAVIORAL HEALTH CLINIC,"7575 E EARLL DR STE 10, SCOTTSDALE, AZ 85251-6915",480-684-8345,Exclude / Not Useful,X
BANNER BEHAVIORAL HEALTH OUTPATIENT CLINIC - CHAND,"1600 W CHANDLER BLVD, CHANDLER, AZ 85224-6153",480-543-6760,Exclude / Not Useful,X
BANNER BEHAVIORAL HEALTH OUTPATIENT SCOTTSDALE,"8722 E SAN ALBERTO DR, SCOTTSDALE, AZ 85258",480-827-5320,Exclude / Not Useful,X
BANNER CHILDREN'S - BANNER HEALTH CLINIC,"3493 S MERCY RD, GILBERT, AZ 85297-0434",480-827-5042,Exclude / Not Useful,X
BANNER CHILDREN'S - BANNER HEALTH CLINIC,"1450 S DOBSON RD, MESA, AZ 85202-4712",480-827-5044,Exclude / Not Useful,X
BANNER CHILDREN'S - BANNER HEALTH CLINIC,"1220 S HIGLEY RD, MESA, AZ 85206-4000",480-827-5045,Exclude / Not Useful,X
BANNER CHILDREN'S COMMUNITY CLINIC - MESA,"564 W 9TH PL STE 2, MESA, AZ 85201-4069",480-412-6344,Exclude / Not Useful,X
BANNER CHILDREN'S COMMUNITY CLINIC - TOLLESON,"9401 W GARFIELD ST, TOLLESON, AZ 85353-1606",480-412-6344,Exclude / Not Useful,X
BANNER CHILDREN'S HEALTH CLINIC,"6142 E BROWN RD STE 10, MESA, AZ 85205-4962",480-827-5430,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD STE 209, MESA, AZ 85202-4771",480-412-6970,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"3000 N ARIZONA AVE, CHANDLER, AZ 85225-7717",602-999-9999,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-827-5540,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-7473,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"5310 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4706",602-865-4480,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"5310 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4706",602-865-4540,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD STE 501, MESA, AZ 85202-4778",480-412-7474,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"5310 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4706",602-865-4065,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"5310 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4706",602-865-4470,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-6336,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1450 S DOBSON RD, MESA, AZ 85202-4712",480-827-5370,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"9305 W THOMAS RD STE 1, PHOENIX, AZ 85037-3328",602-865-4065,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"37100 N GANTZEL RD, QUEEN CREEK, AZ 85140-7349",480-733-7350,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-7400,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-5550,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-9400,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-7486,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-6430,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"5310 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4706",602-865-4442,Exclude / Not Useful,X
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-6970,Exclude / Not Useful,X
BANNER DEL E. WEBB MEDICAL CENTER - BEHAVIORAL HEA,"14502 W MEEKER BLVD # T, SUN CITY WEST, AZ 85375-5282",623-524-4210,Exclude / Not Useful,X
BANNER EXECUTIVE HEALTH AND WELLNESS,"4200 E CAMELBACK RD, PHOENIX, AZ 85018-2718",602-299-2128,Exclude / Not Useful,X
BANNER HEALTH CENTER,"9165 W THUNDERBIRD RD, PEORIA, AZ 85381-4847",623-285-1120,Exclude / Not Useful,X
BANNER HEALTH CENTER,"13640 N PLAZA DEL RIO BLVD, PEORIA, AZ 85381-4846",623-876-3800,Exclude / Not Useful,X
BANNER HEALTH CENTER,"14416 W MEEKER BLVD, SUN CITY WEST, AZ 85375-5284",623-876-3800,Exclude / Not Useful,X
BANNER HEALTH CENTER,"155 E WARNER RD, GILBERT, AZ 85296-3082",480-649-6600,Exclude / Not Useful,X
BANNER HEALTH CENTER,"9780 S ESTRELLA PKWY, GOODYEAR, AZ 85338-7114",623-474-8101,Exclude / Not Useful,X
BANNER HEALTH CENTER,"1435 S ALMA SCHOOL RD, CHANDLER, AZ 85286-7144",480-668-1600,Exclude / Not Useful,X
BANNER HEALTH CENTER,"20751 W MARKET ST, BUCKEYE, AZ 85396-7893",623-463-5000,Exclude / Not Useful,X
BANNER HEALTH CENTER,"1917 S CRISMON RD, MESA, AZ 85209-6216",480-610-7100,Exclude / Not Useful,X
BANNER HEALTH CENTER,"7701 W ASPERA BLVD # SU, GLENDALE, AZ 85308-7947",623-248-2100,Exclude / Not Useful,X
BANNER HEALTH CENTER,"21772 S ELLSWORTH LOOP RD, QUEEN CREEK, AZ 85142-7709",480-512-3700,Exclude / Not Useful,X
BANNER HEALTH CENTER,"13995 W STATLER BLVD, SURPRISE, AZ 85374-5501",623-478-3100,Exclude / Not Useful,X
BANNER HEALTH CENTER,"4720 E GREENWAY RD, PHOENIX, AZ 85032-4355",602-439-6000,Exclude / Not Useful,X
BANNER HEALTH CENTER,"4375 E IRMA LN, PHOENIX, AZ 85050-4312",602-747-4000,Exclude / Not Useful,X
BANNER HEALTH CENTER RAINTREE,"8901 E RAINTREE DR, SCOTTSDALE, AZ 85260-7026",480-733-7600,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"1125 S ALMA SCHOOL RD STE 310, CHANDLER, AZ 85286-2812",480-733-7305,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"9305 W THOMAS RD STE 3, PHOENIX, AZ 85037-3328",623-327-4144,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"1520 S DOBSON RD, MESA, AZ 85202-4725",602-462-0480,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"14420 W MEEKER BLVD, SUN CITY WEST, AZ 85375-5286",623-583-5300,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"6553 E BAYWOOD AVE, MESA, AZ 85206-1752",480-543-6880,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"1520 S DOBSON RD, MESA, AZ 85202-4725",480-412-8080,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"37100 N GANTZEL RD, QUEEN CREEK, AZ 85140-7349",602-747-4000,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"6750 E BAYWOOD AVE, MESA, AZ 85206-1749",480-543-3030,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"9305 W THOMAS RD STE 3, PHOENIX, AZ 85037-3328",623-327-8200,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"4530 E RAY RD STE 190, PHOENIX, AZ 85044-6098",480-827-5420,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"5757 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4641",602-298-8888,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"1300 S COUNTRY CLUB DR, MESA, AZ 85210-5162",480-827-5500,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"5757 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4641",623-476-5190,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"5601 W EUGIE AVE, GLENDALE, AZ 85304-1255",602-298-8888,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"1920 N HIGLEY RD STE 306, GILBERT, AZ 85234-1625",480-543-6700,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"6553 E BAYWOOD AVE, MESA, AZ 85206-1752",480-543-6750,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"1920 N HIGLEY RD, GILBERT, AZ 85234-1623",480-543-6700,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"1920 N HIGLEY RD, GILBERT, AZ 85234-1623",480-543-6600,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"4860 N LITCHFIELD RD # SU, LITCHFIELD PARK, AZ 85340-5040",623-474-8370,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"28471 N VISTANCIA BLVD, PEORIA, AZ 85383-2092",623-327-8800,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"13943 N 91ST AVE STE B101, PEORIA, AZ 85381-3688",623-476-5190,Exclude / Not Useful,X
BANNER HEALTH CLINIC,"1125 S ALMA SCHOOL RD, CHANDLER, AZ 85286-2810",480-733-7300,Exclude / Not Useful,X
BANNER HEALTH CLINIC - BAYWOOD CARDIOLOGY AND ENDO,"6424 E BROADWAY RD, MESA, AZ 85206-1750",480-733-7500,Exclude / Not Useful,X
BANNER HEALTH CLINIC - DESERT CARDIOLOGY,"1520 S DOBSON RD STE 203, MESA, AZ 85202-4726",480-733-7535,Exclude / Not Useful,X
BANNER IMAGING,"10474 W THUNDERBIRD BLVD, SUN CITY, AZ 85351-3023",623-285-1555,Exclude / Not Useful,X
BANNER IMAGING,"4200 E CAMELBACK RD STE 105, PHOENIX, AZ 85018-2718",602-229-2090,Exclude / Not Useful,X
BANNER IMAGING,"7400 N DOBSON RD STE 102, SCOTTSDALE, AZ 85256-2769",480-733-7373,Exclude / Not Useful,X
BANNER IMAGING,"14420 W MEEKER BLVD, SUN CITY, AZ 85375-5286",623-285-1500,Exclude / Not Useful,X
BANNER IMAGING,"1840 E WARNER RD STE 1, TEMPE, AZ 85284-3437",480-610-7765,Exclude / Not Useful,X
BANNER IMAGING,"665 N GILBERT RD, GILBERT, AZ 85234-3395",480-610-7740,Exclude / Not Useful,X
BANNER IMAGING,"1450 S DOBSON RD, MESA, AZ 85202-4712",602-521-6255,Exclude / Not Useful,X
BANNER IMAGING,"6553 E BAYWOOD AVE, MESA, AZ 85206-1752",480-610-7600,Exclude / Not Useful,X
BANNER IMAGING,"5601 W EUGIE AVE, GLENDALE, AZ 85304-1255",623-465-6800,Exclude / Not Useful,X
BANNER IMAGING,"5605 W EUGIE AVE, GLENDALE, AZ 85304-1272",623-465-6801,Exclude / Not Useful,X
BANNER IMAGING,"16641 N 40TH ST, PHOENIX, AZ 85032-3343",623-465-6750,Exclude / Not Useful,X
BANNER IMAGING,"13909 W CAMINO DEL SOL # SUI, SUN CITY WEST, AZ 85375-1413",623-465-6620,Exclude / Not Useful,X
BANNER IMAGING,"18444 N 25TH AVE, PHOENIX, AZ 85023-1261",623-465-6940,Exclude / Not Useful,X
BANNER IMAGING,"2222 E HIGHLAND AVE, PHOENIX, AZ 85016-4872",602-512-8567,Exclude / Not Useful,X
BANNER IMAGING,"7701 W ASPERA BLVD STE 1, GLENDALE, AZ 85308-7947",623-248-2050,Exclude / Not Useful,X
BANNER IMAGING,"1076 W CHANDLER BLVD, CHANDLER, AZ 85224-5225",480-610-7550,Exclude / Not Useful,X
BANNER IMAGING,"9305 W THOMAS RD STE 1, PHOENIX, AZ 85037-3328",623-465-6550,Exclude / Not Useful,X
BANNER IMAGING,"6424 E BROADWAY RD, MESA, AZ 85206-1750",602-521-6255,Exclude / Not Useful,X
BANNER IMAGING,"5757 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4641",623-465-6852,Exclude / Not Useful,X
BANNER IMAGING,"13640 N PLAZA DEL RIO BLVD, PEORIA, AZ 85381-4846",623-285-0069,Exclude / Not Useful,X
BANNER IMAGING,"1125 S ALMA SCHOOL RD STE 110, CHANDLER, AZ 85286-2810",480-610-7805,Exclude / Not Useful,X
BANNER MD ANDERSON CANCER CTR- IMAGING CENTER,"2940 E BANNER GATEWAY DR, GILBERT, AZ 85234-2168",480-543-6909,Exclude / Not Useful,X
BANNER NEURO WELLNESS CLINIC,"207 N GILBERT RD BSMT 2, GILBERT, AZ 85234-5804",480-827-5800,Exclude / Not Useful,X
BANNER OCCUPATIONAL HEALTH CLINIC,"5601 W EUGIE AVE, GLENDALE, AZ 85304-1255",602-865-5618,Exclude / Not Useful,X
BANNER OCCUPATIONAL HEALTH CLINIC,"4760 E THUNDERBIRD RD STE 2, PHOENIX, AZ 85032-5589",602-229-2080,Exclude / Not Useful,X
BANNER OCCUPATIONAL HEALTH CLINIC,"9305 W THOMAS RD STE 2, PHOENIX, AZ 85037-3328",623-327-4100,Exclude / Not Useful,X
BANNER OCCUPATIONAL HEALTH CLINIC,"2225 W SOUTHERN AVE, MESA, AZ 85202-4716",480-412-6374,Exclude / Not Useful,X
BANNER OCCUPATIONAL HEALTH CLNIC,"1979 W RAY RD, CHANDLER, AZ 85224-4007",480-827-5685,Exclude / Not Useful,X
BANNER OCCUPATIONAL HEALTH SERVICES,"1641 E GUADALUPE RD, GILBERT, AZ 85234-8168",480-543-3300,Exclude / Not Useful,X
BANNER SLEEP CENTER,"755 E MCDOWELL RD # B, PHOENIX, AZ 85006-2506",602-839-6299,Exclude / Not Useful,X
BANNER THUNDERBIRD BEHAVIORAL HEALTH CENTER,"5555 W THUNDERBIRD RD, GLENDALE, AZ 85306-4622",602-865-4793,Exclude / Not Useful,X
BANNER UNIVERSITY MED CTR PHX FAMILY MEDICINE,"1300 N 12TH ST, PHOENIX, AZ 85006-2848",602-839-4567,Exclude / Not Useful,X
BANNER URGENT CARE,"4760 E THUNDERBIRD RD STE 1, PHOENIX, AZ 85032-5589",480-827-5590,Exclude / Not Useful,X
BANNER URGENT CARE,"15223 N 87TH ST, SCOTTSDALE, AZ 85260-2639",480-682-4100,Exclude / Not Useful,X
BANNER URGENT CARE,"4200 E CAMELBACK RD STE 106, PHOENIX, AZ 85018-2718",480-610-7400,Exclude / Not Useful,X
BANNER URGENT CARE,"641 W WARNER RD, GILBERT, AZ 85233-7266",602-747-4000,Exclude / Not Useful,X
BANNER URGENT CARE,"6501 E GREENWAY PKWY, SCOTTSDALE, AZ 85254-2025",602-255-7640,Exclude / Not Useful,X
BANNER URGENT CARE,"7611 W CACTUS RD, PEORIA, AZ 85381-5203",623-465-6315,Exclude / Not Useful,X
BANNER URGENT CARE,"4232 W BELL RD, GLENDALE, AZ 85308-4027",623-465-6360,Exclude / Not Useful,X
BANNER URGENT CARE,"1215 S HIGLEY RD, MESA, AZ 85206-3486",480-827-5740,Exclude / Not Useful,X
BANNER URGENT CARE,"10330 N SCOTTSDALE RD, SCOTTSDALE, AZ 85253-1427",602-255-7625,Exclude / Not Useful,X
BANNER URGENT CARE,"3000 N ARIZONA AVE, CHANDLER, AZ 85225-7717",480-827-5660,Exclude / Not Useful,X
BANNER URGENT CARE,"3160 E QUEEN CREEK RD, GILBERT, AZ 85297-8403",480-827-5790,Exclude / Not Useful,X
BANNER URGENT CARE,"6702 W BETHANY HOME RD, GLENDALE, AZ 85303-4402",623-465-6345,Exclude / Not Useful,X
BANNER URGENT CARE,"11685 W VAN BUREN ST, AVONDALE, AZ 85323-6904",623-465-6420,Exclude / Not Useful,X
BANNER URGENT CARE,"2950 S ALMA SCHOOL RD, CHANDLER, AZ 85286-8120",480-827-5690,Exclude / Not Useful,X
BANNER URGENT CARE,"21980 N 83RD AVE, PEORIA, AZ 85383-1850",623-465-6375,Exclude / Not Useful,X
BANNER URGENT CARE,"3141 E INDIAN SCHOOL RD, PHOENIX, AZ 85016-6807",602-255-7700,Exclude / Not Useful,X
BANNER URGENT CARE,"5018 N 7TH ST, PHOENIX, AZ 85014-3101",602-255-7680,Exclude / Not Useful,X
BANNER URGENT CARE,"4206 E CHANDLER BLVD, PHOENIX, AZ 85048-8873",480-827-5590,Exclude / Not Useful,X
BANNER URGENT CARE,"3141 S MCCLINTOCK DR, TEMPE, AZ 85282-5600",480-827-5650,Exclude / Not Useful,X
BANNER URGENT CARE,"1120 S GILBERT RD, MESA, AZ 85204-5206",480-827-5720,Exclude / Not Useful,X
BANNER URGENT CARE,"3247 E BELL RD # PB-1, PHOENIX, AZ 85032-2707",602-747-6365,Exclude / Not Useful,X
BANNER URGENT CARE,"3126 S HIGLEY RD, GILBERT, AZ 85295-2030",480-827-5780,Exclude / Not Useful,X
BANNER URGENT CARE,"1955 W GUADALUPE RD, MESA, AZ 85202-7487",602-747-6365,Exclude / Not Useful,X
BANNER URGENT CARE,"7952 N 43RD AVE, GLENDALE, AZ 85301-1662",623-465-6330,Exclude / Not Useful,X
BANNER URGENT CARE,"931 E ELLIOT RD STE 11, TEMPE, AZ 85284-1578",480-827-5640,Exclude / Not Useful,X
BANNER URGENT CARE,"15521 W BELL RD, SURPRISE, AZ 85374-3437",623-465-6390,Exclude / Not Useful,X
BANNER URGENT CARE,"407 N LINDSAY RD, MESA, AZ 85213-7710",480-827-5710,Exclude / Not Useful,X
BANNER URGENT CARE,"16430 W YUMA RD, GOODYEAR, AZ 85338-3102",623-465-6405,Exclude / Not Useful,X
BANNER URGENT CARE,"1908 E MCKELLIPS RD, MESA, AZ 85203-2866",480-827-5610,Exclude / Not Useful,X
BANNER URGENT CARE,"1660 N HIGLEY RD, GILBERT, AZ 85234-1614",480-827-5600,Exclude / Not Useful,X
BANNER URGENT CARE,"1157 S CRISMON RD STE 101, MESA, AZ 85208-2661",480-827-5730,Exclude / Not Useful,X
BANNER URGENT CARE,"9111 N 7TH ST, PHOENIX, AZ 85020-2515",602-255-7670,Exclude / Not Useful,X
BANNER URGENT CARE,"1940 W GLENDALE AVE, PHOENIX, AZ 85021-7876",602-255-7690,Exclude / Not Useful,X
BANNER URGENT CARE,"13901 W MEEKER BLVD, SUN CITY WEST, AZ 85375-4475",623-465-6435,Exclude / Not Useful,X
BANNER URGENT CARE,"1 N CENTRAL AVE FL 10, PHOENIX, AZ 85004-4469",602-255-7650,Exclude / Not Useful,X
BANNER- UNIVERSITY SPORTS MEDICINE AND CONCUSSION,"1320 N 10TH ST, PHOENIX, AZ 85006-2710",602-839-7285,Exclude / Not Useful,X
BANNER-UNIVERSITY MEDICINE BEHAVIORAL HEALTH,"1300 N 12TH ST, PHOENIX, AZ 85006-2848",602-239-6880,Exclude / Not Useful,X
BANNER-UNIVERSITY MEDICINE FAMILY MEDICINE,"1300 N 12TH ST, PHOENIX, AZ 85006-2848",602-839-2601,Exclude / Not Useful,X
BANNER-UNIVERSITY MEDICINE INTERNAL MEDICINE,"1300 N 12TH ST, PHOENIX, AZ 85006-2848",602-839-3927,Exclude / Not Useful,X
BARROW EMERGENCY STROKE TREATMENT UNIT (BESTU),"350 W THOMAS RD, PHOENIX, AZ 85013-4409",602-406-3000,Exclude / Not Useful,X
BE WISE WELLNESS CLINIC LLC,"5830 N 19TH AVE BLDG B, PHOENIX, AZ 85015-2494",800-817-6437,Exclude / Not Useful,X
"BEAUTIFUL PATHWAYS BEHAVIORAL HEALTH SERVICES, LLC","7205 S 51ST AVE, LAVEEN, AZ 85339-7398",623-418-8313,Exclude / Not Useful,X
BEIA'S FAMILIES,"3230 E BROADWAY RD STE C2, PHOENIX, AZ 85040-2873",602-313-2049,Exclude / Not Useful,X
BELIEVABLE AND ACHIEVABLE HEALTH SERVICES LLC,"3140 N 35TH AVE STE 2, PHOENIX, AZ 85017-5270",602-675-1280,Exclude / Not Useful,X
BELLA VIDA TMS,"9250 W THOMAS RD STE 1, PHOENIX, AZ 85037-3382",602-465-9917,Exclude / Not Useful,X
BETHEL HILLS INTEGRATED HEALTHCARE,"13838 S 46TH PL, PHOENIX, AZ 85044-7800",480-597-7903,Exclude / Not Useful,X
BETTER DAYS BEHAVIORAL HEALTH,"3170 S GILBERT RD, CHANDLER, AZ 85286-5104",480-495-0227,Exclude / Not Useful,X
BETTER LIVING WELLNESS LLC,"7725 N 43RD AVE STE 621, PHOENIX, AZ 85051-5772",623-934-3784,Exclude / Not Useful,X
BEYOND THE HURT COUNSELING CENTER,"813 W BUCKEYE RD, PHOENIX, AZ 85007-3710",480-886-1846,Exclude / Not Useful,X
BHG PHOENIX TREATMENT CENTER,"1501 E WASHINGTON ST, PHOENIX, AZ 85034-1177",214-365-6111,Exclude / Not Useful,X
BHG TEMPE TREATMENT CENTER,"2123 E SOUTHERN AVE, TEMPE, AZ 85282-7531",480-897-7044,Exclude / Not Useful,X
BILTMORE CARDIOLOGY AT ARIZONA HEART,"1910 E THOMAS RD STE 200, PHOENIX, AZ 85016-7767",602-266-2200,Exclude / Not Useful,X
BILTMORE CARDIOLOGY PHOENIX,"2777 E CAMELBACK RD, PHOENIX, AZ 85016-4347",480-888-5203,Exclude / Not Useful,X
