Business Name,Address,Phone Number,Facility Type,Priority
FAMILY MEDICAL CENTER PLLC,"1492 S 20TH AVE, SAFFORD, AZ 85546-4052",928-348-2151,Hospital,High
FOUNTAIN HILLS MEDICAL CENTER EMERGENCY ROOM,"9700 N SAGUARO BLVD, FOUNTAIN HILLS, AZ 85268-6241",602-671-7990,Hospital,High
FOX CREEK ADVANCED WOUND CARE,"2500 CANYON RD BLDG C, BULLHEAD CITY, AZ 86442-8624",928-444-1454,Wound Care,High
"FREEDOM REHABILITATION CENTER, LLC","14040 N CAVE CREEK RD, PHOENIX, AZ 85022-6117",480-340-3366,Rehab,High
GRANITE CREEK HEALTH AND REHABILITATION CENTER,"1045 SCOTT DR, PRESCOTT, AZ 86301-1731",928-717-8418,Rehab,High
HAROLD JAMES CENTER FOR REHABILITATION SERVICES,"1001 WILLOW CREEK RD STE 1, PRESCOTT, AZ 86301-1614",928-771-4782,Rehab,High
HAVASU REGIONAL MEDICAL CENTER SLEEP-WAKE DISORDER,"1695 MESQUITE AVE STE 11, LAKE HAVASU CITY, AZ 86403-5678",928-854-0018,Hospital,High
HAVASU REGIONAL MEDICAL CENTER- WOUND CARE CENTER,"1851 MESQUITE AVE STE 102, LAKE HAVASU CITY, AZ 86403-5680",928-854-1250,Hospital,High
HEALTHPRO HERITAGE REHAB & FITNESS LLC,"9160 E DESERT COVE AVE, SCOTTSDALE, AZ 85260-6244",480-327-4391,Rehab,High
HEALTHPRO HERITAGE REHAB & FITNESS LLC,"4975 N 1ST AVE, TUCSON, AZ 85718-5614",864-244-3626,Rehab,High
HOLY CROSS REHABILITATIVE SERVICES,"857 W BELL RD STE 4, NOGALES, AZ 85621-4545",520-285-8030,Rehab,High
HONOR HEALTH WOUND CARE SERVICES - DEER VALLEY,"19636 N 27TH AVE STE 201, PHOENIX, AZ 85027-4015",623-516-4400,Wound Care,High
HONORHEALTH CARDIAC REHAB CENTER,"9201 E MOUNTAIN VIEW RD, SCOTTSDALE, AZ 85258-5199",480-323-4603,Rehab,High
HONORHEALTH CARDIAC REHAB CENTER,"19636 N 27TH AVE, PHOENIX, AZ 85027-4013",480-323-3539,Rehab,High
"HONORHEALTH CARDIAC REHAB, THERAPY SERVICES AND WO","9202 N 2ND ST, PHOENIX, AZ 85020-2458",480-318-1317,Rehab,High
HONORHEALTH WOUND CARE SERVICES,"20401 N 73RD ST, SCOTTSDALE, AZ 85255-4107",480-324-7815,Wound Care,High
HORIZON POST ACUTE AND REHABILITATION,"4704 W DIANA AVE, GLENDALE, AZ 85302-5125",623-247-3949,Rehab,High
"INNOVATIVE WOUND SOLUTIONS, LLC","10210 N 92ND ST, SCOTTSDALE, AZ 85258-4509",480-493-0900,Wound Care,High
INTEGRATED ORTHOPEDICS RECOVERY CARE CENTER LLC,"13215 N 7TH ST STE 150, PHOENIX, AZ 85022-5341",480-652-5927,Orthopedic,High
KINGMAN REGIONAL MEDICAL CENTER HOSPICE,"2202 N STOCKTON HILL RD, KINGMAN, AZ 86401-4622",928-757-0602,Hospital,High
KRMC PAIN MANAGEMENT AND REHABILITATION,"3801 SANTA ROSA DR STE 1, KINGMAN, AZ 86401-2311",928-263-3500,Rehab,High
LA PAZ REGIONAL HOSPITAL MRI,"1200 W MOHAVE RD, PARKER, AZ 85344-6349",928-669-7325,Hospital,High
LA PAZ REGIONAL HOSPITAL PHYSICAL THERAPY,"1200 W MOHAVE RD, PARKER, AZ 85344-6349",928-669-7481,Hospital,High
LAKE POWELL MEDICAL CENTER,"467 VISTA AVE, PAGE, AZ 86040-1478",928-645-8123,Hospital,High
LITTLE COLORADO PHYSICAL THERAPY AND SPORTS REHABI,"221 W 2ND ST, WINSLOW, AZ 86047",928-289-4378,Rehab,High
MAX MOTION PHYSICAL THERAPY LIMITED PARTNERSHIP,"3455 CANYON DE FLORES STE B, SIERRA VISTA, AZ 85650-5380",520-803-9727,Rehab,High
MBI PHYSICAL THERAPY,"14425 W MCDOWELL RD, GOODYEAR, AZ 85395-2516",602-374-6814,Rehab,High
MIRANDA PHYSICAL THERAPY,"5815 N BLACK CANYON HWY, PHOENIX, AZ 85015-2250",602-249-0607,Rehab,High
MOMENTUM PHYSICAL THERAPY - PIMA,"6206 E PIMA ST STE 3, TUCSON, AZ 85712-7001",520-884-9819,Rehab,High
MONTECITO POST ACUTE CARE AND REHABILITATION,"51 S 48TH ST, MESA, AZ 85206-1250",480-832-8333,Rehab,High
MOVE HUMAN PERFORMANCE AND PHYSICAL THERAPY,"375 E ELLIOT RD STE 7, CHANDLER, AZ 85225-1122",480-516-5815,Rehab,High
MT GRAHAM ORTHOPAEDICS,"2270 W 16TH ST, SAFFORD, AZ 85546-4081",928-348-4003,Orthopedic,High
MT GRAHAM REGIONAL MEDICAL CENTER - OPT SERVICES,"1600 S 20TH AVE, SAFFORD, AZ 85546-4011",928-348-3810,Hospital,High
MT GRAHAM REGIONAL MEDICAL CENTER- SLEEP LAB,"1600 S 20TH AVE, SAFFORD, AZ 85546-4011",928-348-4006,Hospital,High
MT GRAHAM REGIONAL MEDICAL CENTER-SPECIALTY CLINIC,"2115 W 16TH ST, SAFFORD, AZ 85546-4015",928-348-4006,Hospital,High
MT GRAHAM REGIONAL MEDICAL CTR-REHABILITATION SERV,"2290 W 16TH ST, SAFFORD, AZ 85546-4081",928-348-4006,Hospital,High
NORTHERN ARIZONA HEALTHCARE ORTHOPEDIC SURGERY,"1485 N TURQUOISE DR # SU, FLAGSTAFF, AZ 86001-1398",928-214-2752,Orthopedic,High
NORTHERN ARIZONA ORTHOPAEDICS,"3200 N WINDSONG DR, PRESCOTT VALLEY, AZ 86314-2255",623-455-7119,Orthopedic,High
NORTHERN ARIZONA ORTHOPAEDICS,"4830 HIGHWAY 260 STE 102, LAKESIDE, AZ 85929-5851",928-215-4296,Orthopedic,High
NORTHERN ARIZONA ORTHOPAEDICS,"1840 N JASPER DR, FLAGSTAFF, AZ 86001-1634",623-455-7119,Orthopedic,High
NORTHWEST HEALTHCARE OUTPATIENT REHAB,"2300 S HOUGHTON RD STE 170, TUCSON, AZ 85748-0046",520-543-6450,Rehab,High
NORTHWEST MEDICAL CENTER -PRE-PROCEDURAL SCREENING,"1980 W HOSPITAL DR, TUCSON, AZ 85704-7802",520-469-8668,Hospital,High
NORTHWEST MEDICAL CENTER CARDIAC REHAB,"1980 W HOSPITAL DR, TUCSON, AZ 85704-7802",520-202-2740,Hospital,High
NORTHWEST MEDICAL CENTER WOMENS DIAGNOSTIC IMAGING,"6060 N FOUNTAIN PLAZA DR, TUCSON, AZ 85704-7870",520-877-4180,Hospital,High
ORO VALLEY HOSPITAL - OUTPATIENT THERAPY,"1521 E TANGERINE RD, ORO VALLEY, AZ 85755-6225",520-901-3580,Hospital,High
ORO VALLEY HOSPITAL - WOMEN'S IMAGING,"1521 E TANGERINE RD, ORO VALLEY, AZ 85755-6225",520-818-2011,Hospital,High
ORTHOARIZONA SCOTTSDALE SURGERY CENTER,"8405 N PIMA CENTER PKWY, SCOTTSDALE, AZ 85258-4668",239-370-1845,Orthopedic,High
ORTHOARIZONA SURGERY CENTER GILBERT,"1675 E MELROSE ST STE 20, GILBERT, AZ 85297-1001",480-519-8100,Orthopedic,High
ORTHOPEDIC INSTITUTE OF THE WEST,"6950 E CHAUNCEY LN, PHOENIX, AZ 85054-5178",602-726-8806,Orthopedic,High
"ORTHOPEDIC SURGERY CENTER OF ARIZONA, THE","2262 E ROSE GARDEN LN, PHOENIX, AZ 85024-4497",615-240-3820,Orthopedic,High
PAGE HOSPITAL - BANNER HEALTH CLINIC - PAGE,"601 N NAVAJO DR, PAGE, AZ 86040-0960",928-645-0766,Hospital,High
PAGE HOSPITAL- PHMAC REHAB SERVICES,"601 N NAVAJO DR, PAGE, AZ 86040-0960",928-645-0115,Hospital,High
"PARAGON PHYSICAL THERAPY AND REHAB, LLC","2585 MIRACLE MILE STE 107, BULLHEAD CITY, AZ 86442-7553",928-444-8168,Rehab,High
"PARKER MEDICAL CENTER, LTD","905 S FIESTA AVE, PARKER, AZ 85344-5152",928-669-2225,Hospital,High
PHOENICIAN MEDICAL CENTER,"2226 W NORTHERN AVE, PHOENIX, AZ 85021-4970",480-963-1853,Hospital,High
PHOENICIAN MEDICAL CENTER,"1343 N ALMA SCHOOL RD, CHANDLER, AZ 85224-5941",480-963-1853,Hospital,High
PHOENIX CHILDREN'S HOSPITAL - DIALYSIS CENTER,"1920 E CAMBRIDGE AVE # SU, PHOENIX, AZ 85006-1459",602-546-4722,Hospital,High
PHOENIX CHILDREN'S HOSPITAL ROSENBERG CENTER,"1920 E CAMBRIDGE AVE # SU, PHOENIX, AZ 85006-1459",602-546-0200,Hospital,High
PHOENIX CHILDREN'S HOSPITAL ROSENBERG CENTER-ENDOC,"1920 E CAMBRIDGE AVE # SU, PHOENIX, AZ 85006-1459",602-933-0935,Hospital,High
PHOENIX CHILDREN'S HOSPITAL ROSENBERG CTR DERMATOL,"1920 E CAMBRIDGE AVE # SU, PHOENIX, AZ 85006-1459",602-546-4700,Hospital,High
PHOENIX CHILDREN'S HOSPITAL SPECIALTY CARE- PEDIAT,"1920 E CAMBRIDGE AVE # SU, PHOENIX, AZ 85006-1459",602-279-1697,Hospital,High
PHOENIX CHILDREN'S HOSPITAL-UMOM WELLNESS CENTER,"3333 E VAN BUREN ST, PHOENIX, AZ 85008-6812",602-933-0930,Hospital,High
PHOENIX CHILDREN'S MERCY GILBERT MEDICAL CENTER,"3420 S MERCY RD, GILBERT, AZ 85297-0419",602-933-9880,Hospital,High
PHOENIX CHILDREN'S OUTPATIENT REHAB CTR AT MERCY G,"3420 S MERCY RD, GILBERT, AZ 85297-0419",602-933-9880,Rehab,High
PHOENIX CHILDREN'S SPORTS MED PHYSICAL THERAPY- PE,"18969 N 83RD AVE STE 4, PEORIA, AZ 85382-2844",602-933-1000,Rehab,High
PHOENIX CHILDREN'S SPORTSMED PHYSICAL THERAPY - AV,"765 N 114TH AVE, AVONDALE, AZ 85323-5002",602-933-0930,Rehab,High
PHOENIX CHILDREN'S SPORTSMED PHYSICAL THERAPY-GILB,"3530 S VAL VISTA DR # SU, GILBERT, AZ 85297-7318",602-933-1000,Rehab,High
PHOENIX CHILDREN'S SPORTSMED PHYSICAL THERAPY-PARA,"4215 E BELL RD STE 100, PHOENIX, AZ 85032-2214",602-933-1000,Rehab,High
PLEASANT VALLEY COMM MEDICAL CENTER,"124 N TEWKSBURY BLVD, YOUNG, AZ 85554-0734",928-462-3435,Hospital,High
POWERBACK REHABILITATION LLC,"16455 EAST AVENUE OF THE FOUNT, FOUNTAIN HILLS, AZ 85268",480-837-2023,Rehab,High
PREMIER MEDICAL CENTER LLC,"2225 W PEORIA AVE STE 160, PHOENIX, AZ 85029-4938",623-299-2800,Hospital,High
"PRIORITY MEDICAL CENTER, INC","4340 W MCDOWELL RD, PHOENIX, AZ 85035-4225",602-272-5289,Hospital,High
PUEBLO SPRINGS REHABILITATION CENTER,"5545 E LEE ST, TUCSON, AZ 85712-4205",520-296-2306,Rehab,High
REGENERATIVE ORTHOPAEDIC MEDICINE,"8580 E SHEA BLVD, SCOTTSDALE, AZ 85260-6685",602-931-9424,Orthopedic,High
RIO VISTA POST ACUTE AND REHABILITATION,"10323 W OLIVE AVE, PEORIA, AZ 85345-7345",623-875-0100,Rehab,High
"RWW HOME & COMMUNITY REHAB SERVICES, INC","7500 N DREAMY DRAW DR, PHOENIX, AZ 85020-4660",602-943-1012,Rehab,High
"RWW OUTPATIENT REHAB SERVICES, LLC","13481 W MCDOWELL RD STE 300, GOODYEAR, AZ 85395-2724",844-243-4998,Rehab,High
SAGE MEMORIAL HOSPITAL BEHAVIORAL HEALTH CLINIC,"264 US HIGHWAY 191, GANADO, AZ 86505",928-755-4842,Hospital,High
"SAGUARO REHABILITATION AND AQUATIC THERAPY, LLC","305 N PLAZA DR, APACHE JUNCTION, AZ 85120-5505",480-982-7794,Rehab,High
SANA PHYSICAL THERAPY,"8035 E BROWN RD, MESA, AZ 85207-3901",480-686-8540,Rehab,High
SCNM MEDICAL CENTER,"2164 E BROADWAY RD, TEMPE, AZ 85282-1766",480-970-0000,Hospital,High
SHEA POST ACUTE REHABILITATION CENTER,"11150 N 92ND ST, SCOTTSDALE, AZ 85260-6150",480-860-1766,Rehab,High
"SLEEP CENTERS AT ORO VALLEY HOSPITAL-ORO VAL, THE","1521 E TANGERINE RD, ORO VALLEY, AZ 85755-6225",520-901-6212,Hospital,High
SOL PHYSICAL THERAPY,"6264 E GRANT RD, TUCSON, AZ 85712-5882",520-488-1133,Rehab,High
SOL PHYSICAL THERAPY,"3988 E FORT LOWELL RD, TUCSON, AZ 85712-1010",520-488-1133,Rehab,High
SOL PHYSICAL THERAPY,"10445 N ORACLE RD, ORO VALLEY, AZ 85737-9358",520-488-1133,Rehab,High
SOL PHYSICAL THERAPY - GRANT,"6264 E GRANT RD, TUCSON, AZ 85712-5882",520-884-0001,Rehab,High
SOL PHYSICAL THERAPY - LOWELL,"3988 E FORT LOWELL RD, TUCSON, AZ 85712-1010",520-488-5291,Rehab,High
SOL PHYSICAL THERAPY - ORACLE,"10445 N ORACLE RD, ORO VALLEY, AZ 85737-9358",520-448-1133,Rehab,High
ST JOSEPH'S HOSPITAL & MEDICAL CENTER OUTPATIENT I,"500 W THOMAS RD STE 65, PHOENIX, AZ 85013-4224",602-406-3061,Hospital,High
ST JOSEPH'S HOSPITAL AND MEDICAL CENTER OUTPATIENT,"114 W THOMAS RD, PHOENIX, AZ 85013-4405",602-406-3230,Hospital,High
ST JOSEPH'S HOSPITAL AND MEDICAL CENTER- EMERGENCY,"17040 N 51ST AVE, GLENDALE, AZ 85308-1495",602-406-3000,Hospital,High
STI PHYSICAL THERAPY & REHAB-NORTH PHOENIX,"17233 N HOLMES BLVD, PHOENIX, AZ 85053-2018",602-547-1836,Rehab,High
STI PHYSICAL THERAPY & REHABILITATION - ARCADIA,"4801 E MCDOWELL RD, PHOENIX, AZ 85008-7725",602-956-2850,Rehab,High
STI PHYSICAL THERAPY & REHABILITATION-SUN CITY,"14802 N DEL WEBB BLVD, SUN CITY, AZ 85351-2146",623-977-2980,Rehab,High
STI PHYSICAL THERAPY AND REHAB - CENTRAL PHOENIX,"444 W OSBORN RD STE 30, PHOENIX, AZ 85013-3814",602-279-8022,Rehab,High
STI PHYSICAL THERAPY AND REHABILITATION - MESA,"1941 W GUADALUPE RD, MESA, AZ 85202-7482",480-491-3563,Rehab,High
STI PHYSICAL THERAPY AND REHABILITATION - WEST PHX,"9150 W INDIAN SCHOOL RD, PHOENIX, AZ 85037-2384",623-931-3838,Rehab,High
STI PHYSICAL THERAPY AND REHABILITATION - YUMA,"3970 W 24TH ST STE 1, YUMA, AZ 85364-9255",602-956-2850,Rehab,High
STI PHYSICAL THERAPY AND REHABILITATION -FOOTHILLS,"11361 S FOOTHILLS BLVD, YUMA, AZ 85367-7742",928-342-7234,Rehab,High
SULPHUR SPRINGS MEDICAL CENTER,"900 W SCOTT ST, WILLCOX, AZ 85643-1017",520-384-4421,Hospital,High
SUMMIT HEALTHCARE OUTPATIENT REHABILITATION THERAP,"4951 S WHITE MOUNTAIN RD, SHOW LOW, AZ 85901-7827",928-537-0248,Rehab,High
SUMMIT HEALTHCARE SNOWFLAKE MEDICAL CENTER,"590 S MAIN ST, SNOWFLAKE, AZ 85937-5228",928-536-7519,Hospital,High
SUMMIT HEALTHCARE WOUND CARE SERVICES,"4951 S WHITE MOUNTAIN RD, SHOW LOW, AZ 85901-7827",928-537-6822,Wound Care,High
SUN HEALTH LA LOMA OUTPATIENT REHABILITATION CENTE,"14260 W DENNY BLVD, LITCHFIELD PARK, AZ 85340-9643",623-537-7444,Rehab,High
SUNVIEW RESPIRATORY AND REHABILITATION,"12207 N 113TH AVE, YOUNGTOWN, AZ 85363-1208",623-977-6532,Rehab,High
SURPRISE HEALTH AND REHABILITATION CENTER,"14660 W PARKWOOD DR, SURPRISE, AZ 85374-4590",623-546-5030,Rehab,High
SWAN REHAB,"1190 E MISSOURI AVE # SUI, PHOENIX, AZ 85014-2734",800-622-4088,Rehab,High
TEMPE ST LUKE'S HOSPITAL WOUND CENTER,"1492 S MILL AVE, TEMPE, AZ 85281-5652",480-333-5152,Hospital,High
"TERRACES OF PHOENIX OUTPATIENT REHAB, THE","7550 N 16TH ST, PHOENIX, AZ 85020-4618",602-371-4100,Rehab,High
TOPS PHYSICAL THERAPY LLC,"5353 N 16TH ST STE 1, PHOENIX, AZ 85016-3224",602-826-0037,Rehab,High
TRI-VALLEY MEDICAL CENTER,"39726 HARQUAHALA RD, SALOME, AZ 85348",928-859-3460,Hospital,High
"TRUEREHAB OF ARIZONA, LLC","297 LAKE HAVASU AVE S, LAKE HAVASU CITY, AZ 86403-6526",928-453-0501,Rehab,High
TUCSON MEDICAL CENTER EL DORADO HEALTH CAMPUS,"1400 N WILMOT RD, TUCSON, AZ 85712-4498",520-324-5090,Hospital,High
TUCSON MEDICAL CENTER INTEGRATIVE PAIN CENTER,"5355 E ERICKSON DR, TUCSON, AZ 85712-2826",520-324-1027,Hospital,High
TUCSON MEDICAL CENTER OUTPATIENT THERAPY CLINIC,"5395 E ERICKSON DR, TUCSON, AZ 85712-2826",520-324-1516,Hospital,High
TUCSON MEDICAL CENTER PRE-ANESTHESIA TESTING SVCS,"5335 E ERICKSON DR, TUCSON, AZ 85712-2826",520-324-1446,Hospital,High
TUCSON MEDICAL CENTER SLEEP DIAGNOSTIC LABORATORY,"2100 N ROSEMONT BLVD STE 110, TUCSON, AZ 85712-2161",520-324-3318,Hospital,High
TUCSON MEDICAL CENTER WOMEN'S IMAGING CENTER,"2625 N CRAYCROFT RD STE 11, TUCSON, AZ 85712-2254",520-324-1027,Hospital,High
VALLEY VIEW MEDICAL CENTER WOUND CARE AND HYPERBAR,"1520 E HAMMER LN STE 105, FORT MOHAVE, AZ 86426-6665",928-788-3640,Hospital,High
VIA LINDA BEHAVIORAL HOSPITAL OUTPATIENT SERVICES,"9160 E HORSESHOE RD, SCOTTSDALE, AZ 85258-4666",480-476-7000,Hospital,High
VIBRANTCARE OUTPATIENT REHAB WEST INC (036541),"5601 W EUGIE AVE, GLENDALE, AZ 85304-1255",602-843-8436,Rehab,High
"VIBRANTCARE OUTPATIENT REHAB WEST, INC (036541)","402 E GREENWAY PKWY # SUI, PHOENIX, AZ 85022-2350",602-789-6878,Rehab,High
"VIBRANTCARE OUTPATIENT REHAB WEST, INC (036541)","5440 E SOUTHERN AVE # SUI, MESA, AZ 85206-2779",480-641-3533,Rehab,High
VIBRANTCARE OUTPATIENT REHABILITATION WEST,"1728 W GLENDALE AVE, PHOENIX, AZ 85021-8860",480-839-2196,Rehab,High
"VIBRANTCARE OUTPATIENT REHABILITATION WEST, INC","1850 E NORTHROP BLVD, CHANDLER, AZ 85286-1706",480-469-1805,Rehab,High
"VIBRANTCARE OUTPATIENT REHABILITATION WEST, INC","2020 N CENTRAL AVE # SUI, PHOENIX, AZ 85004-4501",602-256-7232,Rehab,High
"VIBRANTCARE OUTPATIENT REHABILITATION WEST, INC","9139 W THUNDERBIRD RD # SU, PEORIA, AZ 85381-4913",623-972-1212,Rehab,High
"VIBRANTCARE OUTPATIENT REHABILITATION WEST, INC","13657 W MCDOWELL RD STE 118, GOODYEAR, AZ 85395-2602",623-935-5538,Rehab,High
"VIBRANTCARE OUTPATIENT REHABILITATION WEST, INC.","440 N CAMINO MERCADO, CASA GRANDE, AZ 85122-5749",520-836-7996,Rehab,High
"VIBRANTCARE OUTPATIENT REHABILITATION WEST, INC.","1728 W GLENDALE AVE STE 102, PHOENIX, AZ 85021-8862",602-249-0202,Rehab,High
"VITAL CARE REHABILITATION, LLC","14545 W GRAND AVE, SURPRISE, AZ 85374-7278",623-544-0300,Rehab,High
WARMC OUTPATIENT REHABILITATION CENTER,"2020 SILVER CREEK RD, BULLHEAD CITY, AZ 86442-8476",928-763-2273,Rehab,High
WARMC OUTPATIENT REHABILITATION CENTER,"2020 SILVER CREEK RD, BULLHEAD CITY, AZ 86442-8476",928-763-0252,Rehab,High
WESTERN ARIZONA ORTHOPEDIC AND SPORTS MEDICINE,"2735 SILVER CREEK RD, BULLHEAD CITY, AZ 86442-7924",928-762-0201,Orthopedic,High
WESTERN ARIZONA REGIONAL MEDICAL CENTER A S C,"1225 HANCOCK RD, BULLHEAD CITY, AZ 86442-5948",928-763-9555,Hospital,High
WHITE MOUNTAIN REGIONAL MEDICAL CENTER CLINIC,"114 S MOUNTAIN AVE, SPRINGERVILLE, AZ 85938-5104",928-333-4368,Hospital,High
WHITERIVER INDIAN HOSPITAL - ASC,"200 W HOSPITAL DR, WHITERIVER, AZ 85941",928-338-4911,Hospital,High
YRMC WOUND CARE CENTER,"2460 S PARKVIEW LOOP, YUMA, AZ 85364-5351",928-336-2030,Wound Care,High
YUMA REGIONAL MEDICAL CARE TRANSITIONAL CARE,"2451 S AVENUE A STE 104, YUMA, AZ 85364-8367",928-336-2165,Hospital,High
YUMA REGIONAL MEDICAL CENTER BEHAVIORAL HEALTH CEN,"7201 E 31ST PL, YUMA, AZ 85365-8394",928-336-5660,Hospital,High
YUMA REGIONAL MEDICAL CENTER BEHAVIORAL HEALTH CEN,"7201 E 31ST PL, YUMA, AZ 85365-8394",928-344-2000,Hospital,High
YUMA REGIONAL MEDICAL CENTER BEHAVIORAL HEALTH EAS,"7200 E 31ST PL, YUMA, AZ 85365-8393",928-336-3555,Hospital,High
YUMA REGIONAL MEDICAL CENTER BEHAVIORAL HEALTH TUS,"2851 S AVENUE B STE 19, YUMA, AZ 85364-7726",928-336-2090,Hospital,High
YUMA REGIONAL MEDICAL CENTER BONE & JOINT TUSCANY,"2851 S AVENUE B STE 201, YUMA, AZ 85364-7730",928-726-5600,Hospital,High
YUMA REGIONAL MEDICAL CENTER CARDIOLOGY,"2460 WEST PARKVIEW LOOP, SUITE, YUMA, AZ 85364",928-336-1675,Hospital,High
YUMA REGIONAL MEDICAL CENTER CARDIOVASCULAR AND,"2460 S PARKVIEW LOOP STE 202, YUMA, AZ 85364-5358",928-336-2619,Hospital,High
YUMA REGIONAL MEDICAL CENTER CENTER FOR BONE,"2460 S PARKVIEW LOOP, YUMA, AZ 85364-5351",928-336-7054,Hospital,High
"YUMA REGIONAL MEDICAL CENTER EAR, NOSE AND THROAT","2680 S AVENUE B, YUMA, AZ 85364-6901",928-336-1476,Hospital,High
YUMA REGIONAL MEDICAL CENTER ENDOSCOPY CENTER,"2261 S AVENUE B, YUMA, AZ 85364-6103",928-344-2000,Hospital,High
YUMA REGIONAL MEDICAL CENTER FAMILY MEDICINE,"1965 W 24TH ST STE A, YUMA, AZ 85364-6255",928-344-5774,Hospital,High
YUMA REGIONAL MEDICAL CENTER FAMILY MEDICINE CENTE,"2500 S 8TH AVE 2ND FL, YUMA, AZ 85364-7118",928-336-7275,Hospital,High
YUMA REGIONAL MEDICAL CENTER FOOT AND ANKLE,"1881 W 24TH ST STE C, YUMA, AZ 85364-6298",928-314-3333,Hospital,High
YUMA REGIONAL MEDICAL CENTER FOOTHILLS MEDICAL PLA,"11351 S FRONTAGE RD # E, YUMA, AZ 85367-7862",928-336-7976,Hospital,High
YUMA REGIONAL MEDICAL CENTER GASTROENTEROLOGY,"1390 W 16TH ST, YUMA, AZ 85364-4430",928-344-2000,Hospital,High
YUMA REGIONAL MEDICAL CENTER GENERAL SURGEONS,"2270 S RIDGEVIEW DR # SU, YUMA, AZ 85364-8875",928-336-7976,Hospital,High
YUMA REGIONAL MEDICAL CENTER GENERAL SURGERY,"2270 S RIDGEVIEW DR # SU, YUMA, AZ 85364-8875",928-344-2000,Hospital,High
YUMA REGIONAL MEDICAL CENTER HEALTH CLINICS,"2851 E STOUT ST, YUMA, AZ 85365",928-336-2777,Hospital,High
YUMA REGIONAL MEDICAL CENTER INTERNAL MEDICINE AND,"3800 W 24TH ST STE 1, YUMA, AZ 85364-9258",928-344-2000,Hospital,High
YUMA REGIONAL MEDICAL CENTER OPHTHALMOLOGY,"2270 S RIDGEVIEW DR # SU, YUMA, AZ 85364-8875",928-336-2575,Hospital,High
YUMA REGIONAL MEDICAL CENTER OPT SURGERY CENTER,"2460 S PARKVIEW LOOP, YUMA, AZ 85364-5351",928-336-2800,Hospital,High
YUMA REGIONAL MEDICAL CENTER OUTPATIENT DIAGNOSTIC,"2460 S PARKVIEW LOOP, YUMA, AZ 85364-5351",928-336-7375,Hospital,High
YUMA REGIONAL MEDICAL CENTER PEDIATRICS,"2359 S 22ND DR STE 2, YUMA, AZ 85364-8870",928-344-4800,Hospital,High
YUMA REGIONAL MEDICAL CENTER PRIMARY CARE - SAN LU,"845 E B ST, SAN LUIS, AZ 85336-3640",928-336-2055,Hospital,High
YUMA REGIONAL MEDICAL CENTER SPECIALTY CLINICS,"2851 E STOUT ST, YUMA, AZ 85365",928-336-2434,Hospital,High
YUMA REGIONAL MEDICAL CENTER SURGICAL SPECIALTIES,"2270 S RIDGEVIEW DR # SU, YUMA, AZ 85364-8875",928-336-3170,Hospital,High
YUMA REGIONAL MEDICAL CENTER WOMEN'S HEALTH CENTER,"2911 S 8TH AVE, YUMA, AZ 85364-8000",928-783-3050,Hospital,High
YUMA REGIONAL MEDICAL CENTER WOMEN'S HEALTH TUSCAN,"2851 S AVENUE B STE 6, YUMA, AZ 85364-7726",928-783-3050,Hospital,High
YUMA REGIONAL MEDICAL CTR CARDIAC AND PULMONARY,"2460 S PARKVIEW LOOP, YUMA, AZ 85364-5351",928-336-1015,Hospital,High
