Business Name,Address,Phone Number,Facility Type,Priority
AMERICAN VISION PARTNERS,"1114 S HIGLEY RD, MESA, AZ 85206-3000",602-598-7488,Other,Low
American Vision Partners,"275 W 28TH ST STE 2, YUMA, AZ 85364-7308",928-329-5011,Other,Low
American Vision Partners,"9849 W THUNDERBIRD BLVD, SUN CITY, AZ 85351-2963",623-223-0477,Other,Low
AMERITA INC,"7898 E ACOMA DR STE 104, SCOTTSDALE, AZ 85260-3480",480-300-4005,Other,Low
"AMERITA, INC","2002 N FORBES BLVD, TUCSON, AZ 85745-1418",520-795-0111,Other,Low
"AMERITA, INC","3775 CROSSINGS DR UNIT 4, PRESCOTT, AZ 86305-7138",928-708-0025,Other,Low
AMI BEHAVIORAL HEALTH SERVICES,"6700 N ORACLE RD, TUCSON, AZ 85704-7732",520-887-7079,Other,Low
AMITY OUTPATIENT,"10496 E TANQUE VERDE RD, TUCSON, AZ 85749-8924",520-288-9203,Other,Low
ANEW RECOVERY LLC,"4616 N 51ST AVE STE 203, PHOENIX, AZ 85031-1721",520-965-1649,Other,Low
ANEW TREATMENT CENTER,"5620 E BELL RD, SCOTTSDALE, AZ 85254-5950",951-813-1682,Other,Low
"ANOTHER LEVEL OF COMMUNITY SERVICES, LLC","1326 W HADLEY ST, PHOENIX, AZ 85007-3612",602-434-8457,Other,Low
ANTHEM EAST LLC,"105 N PASADENA ST # SUI, GILBERT, AZ 85233-5013",480-716-7745,Other,Low
ANTHEM PAIN MANAGEMENT,"41818 N VENTURE DR STE 150, ANTHEM, AZ 85086-3190",623-341-8469,Pain Management,Medium
"ANYTHING IS POSSIBLE YOUTH & FAMILY SERVICES, LLC","2500 N ALMA SCHOOL RD, CHANDLER, AZ 85224-2469",480-892-4601,Other,Low
ANZA WELLNESS AND RECOVERY CENTER,"412 E SOUTHERN AVE # 410, TEMPE, AZ 85282-5212",480-999-8295,Other,Low
APACHE COUNTY PUBLIC HEALTH SERVICES DISTRICT,"323 S MOUNTAIN AVE, SPRINGERVILLE, AZ 85938-5102",928-333-2415,Other,Low
APACHE COUNTY PUBLIC HEALTH SERVICES DISTRICT,"110 EAST FIRST STREET SOUTH, SAINT JOHNS, AZ 85936",928-337-7926,Other,Low
APACHE JUNCTION - WGA,"2114 W APACHE TRL, APACHE JUNCTION, AZ 85120-3787",928-289-6789,Other,Low
APEX FRESH START HOUSING,"5433 S CENTRAL AVE, PHOENIX, AZ 85040-3050",602-305-8000,Other,Low
APEX HEART AND VASCULAR CENTER LLC,"21360 N 75TH AVE, GLENDALE, AZ 85308-8228",623-663-0006,Other,Low
APEX RECOVERY CENTER,"15650 N BLACK CANYON HWY, PHOENIX, AZ 85053-4064",602-292-2010,Other,Low
APEX RISING COMMUNITY SERVICES,"4150 W PEORIA AVE, PHOENIX, AZ 85029-3900",602-825-1608,Other,Low
APEX SOLUTIONS FOR COMMUNITY LLC,"8751 N 51ST AVE STE 1, GLENDALE, AZ 85302-4941",520-414-2108,Other,Low
APEX TRANSITIONAL HOUSING,"2625 E VAN BUREN ST, PHOENIX, AZ 85008-6038",480-650-8095,Other,Low
APM SURGERY CENTER LLC,"604 W WARNER RD, CHANDLER, AZ 85225-2906",480-808-2597,Primary Care Office,High
APOLLO SURGERY CENTERS PLLC,"9458 E IRONWOOD SQUARE DR, SCOTTSDALE, AZ 85258-4571",602-603-0300,Primary Care Office,High
APOLLO SURGICAL CENTER LLC,"7615 E BASELINE RD STE 102, MESA, AZ 85209-2000",480-597-3290,Primary Care Office,High
ARC MEDICAL CLINIC,"5633 E GRANT RD STE 101, TUCSON, AZ 85712-0005",520-613-1680,Other,Low
ARCHES BEHAVIORAL HEALTH CENTER,"8631 S PRIEST DR, TEMPE, AZ 85284-1912",602-802-9655,Other,Low
"ARION CARE SOLUTIONS, LLC","18001 N 79TH AVE STE E76, GLENDALE, AZ 85308-8396",480-722-1300,Other,Low
ARIS HEALTH CORPORATION,"17100 N 67TH AVE, GLENDALE, AZ 85308-3605",623-979-2747,Other,Low
ARISE COMMUNITY SOLUTIONS INC,"4425 W OLIVE AVE, GLENDALE, AZ 85302-3843",623-755-9690,Other,Low
ARISEVIDA CARE,"4040 E MCDOWELL RD STE 10, PHOENIX, AZ 85008-4414",602-796-3484,Other,Low
ARISTA MEDICAL IMAGING,"1345 E MCKELLIPS RD STE 103, MESA, AZ 85203-2721",480-644-9878,Other,Low
"Arizona Advanced Endoscopy, LLC","2680 S VAL VISTA DR # SU, GILBERT, AZ 85295-2152",480-253-5656,Other,Low
ARIZONA ADVANCED IMAGING,"4566 E INVERNESS AVE # SUI, MESA, AZ 85206-4633",480-308-7718,Other,Low
ARIZONA ADVANCED PAIN CENTER,"4566 E IVERNESS AVE STE 101, MESA, AZ 85206",602-931-9424,Pain Management,Medium
"ARIZONA ADVANCED SURGERY CENTER, LLC AND ADVANCED","4518 E CAMP LOWELL DR, TUCSON, AZ 85712-1282",480-874-2229,Primary Care Office,High
ARIZONA AUTISM,"665 N GILBERT RD STE 1, GILBERT, AZ 85234-3395",480-231-6711,Other,Low
ARIZONA AUTISM,"2090 N KOLB RD STE 10, TUCSON, AZ 85715-4149",480-231-6711,Other,Low
"ARIZONA AUTISM UNITED, INC","5025 E WASHINGTON ST, PHOENIX, AZ 85034-7437",602-773-5773,Other,Low
"ARIZONA AUTISM UNITED, INC","4309 E FLORIAN AVE, MESA, AZ 85206-2798",602-773-5773,Other,Low
"ARIZONA BEHAVIORAL COUNSELING & EDUCATION, INC.","3050 N NAVAJO DR, PRESCOTT VALLEY, AZ 86314-8663",602-788-1116,Other,Low
"ARIZONA BEHAVIORAL COUNSELING & EDUCATION, INC.","2525 S RURAL RD STE 7, TEMPE, AZ 85282-2438",602-788-1116,Other,Low
"ARIZONA BEHAVIORAL COUNSELING & EDUCATION, INC.","3549 W NORTHERN AVE, PHOENIX, AZ 85051-5800",602-788-1116,Other,Low
"ARIZONA BEHAVIORAL COUNSELING AND EDUCATION, INC","2051 N ARIZONA AVE # SUI, CHANDLER, AZ 85225-3444",602-788-1116,Other,Low
"ARIZONA BEHAVIORAL HEALTH CENTER, PC","2600 N 44TH ST STE B, PHOENIX, AZ 85008-1521",602-343-8232,Other,Low
ARIZONA BRIDGE TO RECOVERY,"554 S BELLVIEW RM B, MESA, AZ 85204-2504",480-831-7566,Other,Low
ARIZONA CARDIOVASCULAR INSTITUTE,"20565 N 19TH AVE, PHOENIX, AZ 85027-3563",602-714-8800,Cardiology Office,High
ARIZONA CARE CONTINUUM,"6707 N 19TH AVE STE 1, PHOENIX, AZ 85015-1104",480-247-7691,Other,Low
ARIZONA CENTER FOR CANCER CARE,"7337 E 2ND ST, SCOTTSDALE, AZ 85251-5603",480-278-8862,Oncology Office,Low
ARIZONA CENTER FOR CANCER CARE,"14674 W MOUNTAIN VIEW BLVD, SURPRISE, AZ 85374-2706",623-209-9847,Oncology Office,Low
ARIZONA CENTER FOR CANCER CARE,"3645 S ROME ST STE 116, GILBERT, AZ 85297-7337",623-512-5780,Oncology Office,Low
ARIZONA CENTER FOR CANCER CARE,"10460 N 92ND ST STE 101, SCOTTSDALE, AZ 85258-4547",620-361-1234,Oncology Office,Low
ARIZONA CENTER FOR CANCER CARE,"14674 W MOUNTAIN VIEW BLVD, SURPRISE, AZ 85374-2706",602-361-1234,Oncology Office,Low
ARIZONA CENTER FOR CANCER CARE,"19646 N 27TH AVE STE 108, PHOENIX, AZ 85027-4025",480-278-8862,Oncology Office,Low
ARIZONA CENTER FOR CANCER CARE,"14155 N 83RD AVE, PEORIA, AZ 85381-5639",480-278-8862,Oncology Office,Low
ARIZONA CENTER FOR FERTILITY STUDIES,"8426 E SHEA BLVD, SCOTTSDALE, AZ 85260-6634",480-860-4792,Other,Low
ARIZONA CENTER FOR FERTILITY STUDIES,"3885 S VAL VISTA DR, GILBERT, AZ 85297-7313",480-860-4792,Other,Low
ARIZONA CENTER FOR HEMATOLOGY & ONCOLOGY,"7695 S RESEARCH DR, TEMPE, AZ 85284-1812",707-367-1474,Oncology Office,High
ARIZONA CENTER FOR HEMATOLOGY & ONCOLOGY,"2222 E HIGHLAND AVE # SUI, PHOENIX, AZ 85016-4872",602-283-2345,Oncology Office,High
"ARIZONA CENTER OF SURGICAL EXCELLENCE, LLC","3329 E BELL RD STE A2, PHOENIX, AZ 85032-2756",602-222-5600,Other,Low
ARIZONA COMMUNITY PROTECTION AND TREATMENT CENTER,"2500 E VAN BUREN ST, PHOENIX, AZ 85008-6037",602-220-6191,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY - APACHE JUNCTION,"1840 W APACHE TRL, APACHE JUNCTION, AZ 85120-3728",480-889-1856,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY - CASA GRANDE,"1669 E MCMURRAY BLVD, CASA GRANDE, AZ 85122-6010",520-876-0297,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY - PARK CENTRAL,"3115 N 3RD AVE STE 140, PHOENIX, AZ 85013-4334",480-455-1860,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY GROUP - GILBERT,"4915 E BASELINE RD, GILBERT, AZ 85234-2965",480-889-1856,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY GROUP - MERCY GILBERT,"3591 S MERCY RD STE 10, GILBERT, AZ 85297-0422",480-455-1860,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY GROUP LLC - STAPLEY,"1840 S STAPLEY DR, MESA, AZ 85204-6681",480-455-1860,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY GROUP LLC - SUPERSTIT,"6811 E SUPERSTITION SPRINGS BLVD, MESA, AZ 85209-4001",480-455-1860,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY GROUP LLC - WESTGATE,"7330 N 99TH AVE, GLENDALE, AZ 85307-3015",480-455-1860,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY GROUP LLC - WESTRIDGE,"2302 N 75TH AVE, PHOENIX, AZ 85035-1216",480-455-1860,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY GROUP LLC- PASEO,"5891 W EUGIE AVE, GLENDALE, AZ 85304-1252",480-455-1860,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY GROUP LLC- SUN CITY P,"9069 W THUNDERBIRD RD, PEORIA, AZ 85381-4412",480-455-1860,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY GROUP LLC- TEMPE BASE,"1920 E BASELINE RD, TEMPE, AZ 85283-1511",480-455-1860,Other,Low
"ARIZONA DIAGNOSTIC RADIOLOGY GROUP, LLC - CHANDLER","2201 W FAIRVIEW ST, CHANDLER, AZ 85224-4711",480-455-1860,Other,Low
"ARIZONA DIAGNOSTIC RADIOLOGY GROUP, LLC - NORTH ME","3308 N HIGLEY RD STE 1, MESA, AZ 85215-9781",480-455-1860,Other,Low
"ARIZONA DIAGNOSTIC RADIOLOGY GROUP, LLC - STAPLEY","1840 S STAPLEY DR, MESA, AZ 85204-6681",480-455-1860,Other,Low
ARIZONA DIAGNOSTIC RADIOLOGY- AHWATUKEE,"4530 E RAY RD STE 160, PHOENIX, AZ 85044-6097",480-889-1856,Other,Low
ARIZONA DIGESTIVE CENTER,"8761 E BELL RD STE 101, SCOTTSDALE, AZ 85260-1316",480-419-7500,Other,Low
Arizona Digestive Institute,"7566 N LA CHOLLA BLVD, TUCSON, AZ 85741-2307",520-547-5847,Other,Low
ARIZONA ENDOSCOPY CENTER,"1410 E MCDOWELL RD, PHOENIX, AZ 85006-2937",615-240-3820,Other,Low
"Arizona Eye Institute & Cosmetic Laser Center, LLC","19052 N R H JOHNSON BLVD, SUN CITY WEST, AZ 85375-4401",623-975-2020,Other,Low
ARIZONA HEALTH CARE CONTRACT MANAGEMENT SERVICES,"3838 N CENTRAL AVE STE 1200, PHOENIX, AZ 85012-1997",602-230-2222,Other,Low
ARIZONA HEART FOUNDATION IMAGING CENTER,"1313 E OSBORN RD STE B, PHOENIX, AZ 85014-5678",602-774-3455,Other,Low
"ARIZONA HOLISTIC HEALING AGENCY, LLC","1930 S ALMA SCHOOL RD, MESA, AZ 85210-3064",480-256-8566,Other,Low
"ARIZONA IMAGING SPECIALISTS, LLC","727 E BETHANY HOME RD # SU, PHOENIX, AZ 85014-2198",602-368-0458,Other,Low
"Arizona Institute of Eye Surgery, LLC","3192 WILLOW CREEK RD, PRESCOTT, AZ 86301-6610",602-598-7068,Other,Low
ARIZONA INTEGRATED TELE-PSYCHIATRY & TELEMEDICINE,"2735 E MAIN ST STE 2, MESA, AZ 85213-9269",602-369-2609,Other,Low
"ARIZONA MEDICAL & INJURY, PLLC","3201 W PEORIA AVE, PHOENIX, AZ 85029-4608",623-773-2000,Other,Low
ARIZONA NEUROSURGERY AND SPINE SPECIALISTS,"9139 W THUNDERBIRD RD STE 2, PEORIA, AZ 85381-4913",623-455-7119,Neurology Office,High
ARIZONA NEUROSURGERY AND SPINE SPECIALISTS,"3420 S MERCY RD STE 211, GILBERT, AZ 85297-0424",623-455-7119,Neurology Office,High
ARIZONA NEUROSURGERY AND SPINE SPECIALISTS,"1331 N 7TH ST STE 405, PHOENIX, AZ 85006-2754",623-455-7119,Neurology Office,High
ARIZONA OPHTHALMIC OUTPATIENT SURGERY,"300 E OSBORN RD STE 102, PHOENIX, AZ 85012-2383",602-234-8478,Other,Low
ARIZONA OUTPATIENT SURGERY CENTER,"6245 N 16TH ST, PHOENIX, AZ 85016-1706",602-274-1705,Primary Care Office,High
ARIZONA PAIN CARE CENTER,"12480 N RANCHO VISTOSO BLVD, ORO VALLEY, AZ 85755-1991",520-742-4008,Pain Management,Medium
ARIZONA PAIN CARE CENTER,"5639 E GRANT RD, TUCSON, AZ 85712-2211",520-742-4008,Pain Management,Medium
ARIZONA PAIN CARE CENTER,"17100 N 67TH AVE, GLENDALE, AZ 85308-3605",520-742-4008,Pain Management,Medium
"ARIZONA PAIN SPECIALISTS, LLC","875 N GREENFIELD RD # 11, GILBERT, AZ 85234-5044",480-245-6151,Pain Management,Medium
"ARIZONA PAIN SPECIALISTS, PLLC","18555 N 79TH AVE, GLENDALE, AZ 85308-8370",480-245-6126,Pain Management,Medium
"ARIZONA PAIN SPECIALISTS, PLLC","9787 N 91ST ST, SCOTTSDALE, AZ 85258-5088",602-245-6126,Pain Management,Medium
"ARIZONA PAIN SPECIALISTS, PLLC","2905 W WARNER RD STE 19, CHANDLER, AZ 85224-1674",602-525-3991,Pain Management,Medium
"ARIZONA PAIN TREATMENT CENTERS, P C","1301 E MCDOWELL RD, PHOENIX, AZ 85006-2621",602-265-8800,Pain Management,Medium
ARIZONA PREMIER SURGERY,"575 W CHANDLER BLVD, CHANDLER, AZ 85225-7541",602-361-1234,Other,Low
ARIZONA PREMIER SURGERY,"8415 N PIMA RD STE 28, SCOTTSDALE, AZ 85258-4480",480-278-8862,Other,Low
"ARIZONA PROCEDURAL CENTER, PLLC","3201 W PEORIA AVE, PHOENIX, AZ 85029-4608",623-773-2000,Other,Low
"ARIZONA RECOVERY CARE CENTER, LLC","1635 E MYRTLE AVE, PHOENIX, AZ 85020-5556",602-216-6908,Skilled Nursing Facility,High
ARIZONA RECOVERY CENTER,"84 ACOMA BLVD N STE 104, LAKE HAVASU CITY, AZ 86403-6096",928-733-5101,Other,Low
"ARIZONA RELATIONSHIP INSTITUTE, PLLC, THE","7565 E EAGLE CREST DR, MESA, AZ 85207-1041",480-788-5069,Other,Low
ARIZONA SKIN CANCER SURGERY CENTER P C,"5980 N LA CHOLLA BLVD, TUCSON, AZ 85741-3535",520-887-3333,Oncology Office,High
ARIZONA SPECIALTY SURGERY CENTER,"2905 W WARNER RD STE 1, CHANDLER, AZ 85224-1674",480-386-8400,Primary Care Office,High
"ARIZONA SPINE AND PAIN SPECIALISTS, LLC","201 W GUADALUPE RD, GILBERT, AZ 85233-3332",602-795-8700,Orthopedic Office,High
"ARIZONA SPINE AND PAIN SPECIALISTS, LLC","33747 N SCOTTSDALE RD, SCOTTSDALE, AZ 85266-1565",602-795-8700,Orthopedic Office,High
"ARIZONA SPINE AND PAIN SPECIALISTS, LLC","1325 N LITCHFIELD RD # 12, GOODYEAR, AZ 85395-1213",602-795-8700,Orthopedic Office,High
"ARIZONA SPINE AND PAIN SPECIALISTS, LLC","7200 W BELL RD STE F-1, GLENDALE, AZ 85308-8529",602-795-8700,Orthopedic Office,High
"ARIZONA SPINE AND PAIN SPECIALISTS, LLC","725 S DOBSON RD STE 100, CHANDLER, AZ 85224-5676",602-795-8700,Orthopedic Office,High
"ARIZONA SPINE AND PAIN SPECIALISTS, LLC","2222 E HIGHLAND AVE # SUI, PHOENIX, AZ 85016-4872",602-795-8700,Orthopedic Office,High
"ARIZONA SPINE AND PAIN SPECIALISTS, LLC","1760 E FLORENCE BLVD, CASA GRANDE, AZ 85122-4764",602-795-8700,Orthopedic Office,High
"ARIZONA SPINE AND PAIN SPECIALISTS, LLC","14420 W MEEKER BLVD # 2, SUN CITY WEST, AZ 85375-5286",602-795-8700,Orthopedic Office,High
ARIZONA SPORTS MEDICINE - SCOTTSDALE,"8630 E VIA DE VENTURA, SCOTTSDALE, AZ 85258-3326",480-558-3744,Orthopedic Office,Low
ARIZONA SPORTS MEDICINE CENTER MESA,"1840 S STAPLEY DR, MESA, AZ 85204-6681",602-396-9894,Orthopedic Office,Low
ARIZONA STATE PRISON COMPLEX - KINGMAN CORRECTIONA,"4626 W ENGLISH DR, GOLDEN VALLEY, AZ 86413-8238",928-565-2460,Other,Low
ARIZONA STATE PRISON COMPLEX - PERRYVILLE,"2105 N CITRUS RD, GOODYEAR, AZ 85395-9204",480-877-9104,Other,Low
"ARIZONA STATE UNIVERSITY, EMPLOYEE HEALTH SERVICES","1492 S MILL AVE STE 105, TEMPE, AZ 85281-5660",602-496-1917,Other,Low
ARIZONA SUPPORTIVE CARE,"1510 E FLOWER ST, PHOENIX, AZ 85014-5656",602-212-3000,Other,Low
ARIZONA SURGICAL CENTERS,"9458 E IRONWOOD SQUARE DR, SCOTTSDALE, AZ 85258-4571",602-585-3626,Primary Care Office,High
ARIZONA SURGICAL SPECIALISTS CENTER - TUCSON,"6442 E SPEEDWAY BLVD STE 152, TUCSON, AZ 85710-0013",520-525-5491,Other,Low
ARIZONA SURGICAL SPECIALISTS CENTER LLC,"17500 N PERIMETER DR, SCOTTSDALE, AZ 85255-7800",623-241-6011,Other,Low
ARIZONA SURGICAL SPECIALISTS CENTER WEST PHOENIX,"9250 W THOMAS RD STE 2, PHOENIX, AZ 85037-3382",623-742-1570,Other,Low
"ARIZONA SURGICAL SPECIALISTS CENTER, LLC","1984 E BASELINE RD, TEMPE, AZ 85283-1535",480-237-1234,Other,Low
ARIZONA TRAINING PROGRAM AT COOLIDGE,"2800 N HIGHWAY 87, COOLIDGE, AZ 85128-9460",520-723-2600,Other,Low
ARIZONA VASCULAR PROFESSIONALS,"21001 N TATUM BLVD, PHOENIX, AZ 85050-4206",480-307-8258,Other,Low
ARIZONA WOMEN'S RECOVERY CENTER,"4201 N 16TH ST, PHOENIX, AZ 85016-5347",602-264-6214,Other,Low
ARIZONA WOMENS RECOVERY CENTER,"4201 N 16TH ST, PHOENIX, AZ 85016-5347",602-264-6214,Other,Low
"ARIZONA YOUTH & FAMILY SERVICES, INC.","3707 N 7TH ST STE 2, PHOENIX, AZ 85014-5059",602-277-4833,Other,Low
ARIZONA'S CHILDREN ASSOCIATION,"1407 MCCULLOCH BLVD N, LAKE HAVASU CITY, AZ 86403-6513",602-234-3733,Other,Low
ARIZONA'S CHILDREN ASSOCIATION,"1420 N GREENFIELD RD # SU, GILBERT, AZ 85234-8527",602-234-3733,Other,Low
ARIZONA'S CHILDREN ASSOCIATION,"4750 N ORACLE RD STE 1, TUCSON, AZ 85705-1676",520-549-3733,Other,Low
ARIZONA'S CHILDREN ASSOCIATION,"3716 E COLUMBIA ST, TUCSON, AZ 85714-3414",602-234-3733,Other,Low
Arrowhead Endoscopy Center,"7168 W CAMPO BELLO DR # SU, GLENDALE, AZ 85308-8480",623-376-8600,Other,Low
ARROWHEAD HEALTH CENTERS,"2629 N SCOTTSDALE RD # SU, SCOTTSDALE, AZ 85257-1370",623-334-4000,Hospital,High
ARROWHEAD HEALTH CENTERS,"17061 N AVENUE OF THE ARTS, SURPRISE, AZ 85378-6995",623-334-4000,Hospital,High
ARROWHEAD HEALTH CENTERS,"16390 N 59TH AVE, GLENDALE, AZ 85306-1711",623-334-4000,Hospital,High
ARROWHEAD LAKES DIALYSIS CENTER,"20325 N 51ST AVE, GLENDALE, AZ 85308-5674",602-533-6521,Other,Low
Arrowhead North Surgery Center,"13660 N 94TH DR, PEORIA, AZ 85381-4836",623-230-3822,Primary Care Office,High
"ARROWHEAD SURGERY CENTER, LLC","1500 W RAY RD STE 2, CHANDLER, AZ 85224-0002",480-272-2686,Primary Care Office,High
ART OF INTELLIGENT MINDS,"256 S 2ND AVE STE G, YUMA, AZ 85364-2257",928-256-5670,Other,Low
ASAP - ADOLESCENT SUBSTANCE ABUSE PROGRAM,"8607 N 59TH AVE, GLENDALE, AZ 85302-5433",602-625-7889,Other,Low
ASAP - ADOLESCENT SUBSTANCE ABUSE PROGRAM,"2530 S ALMA SCHOOL RD, MESA, AZ 85210-4016",602-625-7889,Other,Low
ASAP - ADOLESCENT SUBSTANCE ABUSE PROGRAM,"3839 E SHEA BLVD, PHOENIX, AZ 85028-3445",602-625-7889,Other,Low
ASAP SURGERY CENTERS NORTH VALLEY LLC,"2525 W GREENWAY RD STE 1, PHOENIX, AZ 85023-4226",480-750-7073,Primary Care Office,High
ASCEND BEHAVIORAL HEALTH AND WELLNESS LLC,"16841 N 31ST AVE, PHOENIX, AZ 85053-3012",602-460-1449,Other,Low
"ASCEND HEALTHCARE, INC","8222 S 48TH ST, PHOENIX, AZ 85044-5364",602-538-9282,Other,Low
ASHLYN DYER AQUATICS CENTER,"222 W THOMAS RD STE 10, PHOENIX, AZ 85013-4419",602-406-6715,Other,Low
ASMC SCOTTSDALE,"8630 E VIA DE VENTURA, SCOTTSDALE, AZ 85258-3326",602-396-9894,Other,Low
ASPIRE,"1012 S STAPLEY DR, MESA, AZ 85204-4270",480-831-7566,Other,Low
ASPIRE BEHAVIORAL CARE,"5604 E MAIN ST, MESA, AZ 85205-8813",617-678-3066,Other,Low
ASPIRE COUNSELING SERVICES AZ LLC,"4225 E WINDROSE DR, PHOENIX, AZ 85032-7580",602-509-2301,Other,Low
ASPIRING ANEW GENERATION CLINIC LLC,"2701 E THOMAS RD STE K, PHOENIX, AZ 85016-8218",602-570-5633,Other,Low
ASSISTED PALLIATIVE CARE,"1420 E MISSOURI AVE # SUI, PHOENIX, AZ 85014-2405",480-860-8021,Other,Low
"ASSURANCE ASSERTIVE COMMUNITY TREATMENT, LLC","5055 E BROADWAY BLVD, TUCSON, AZ 85711-3640",520-901-4800,Other,Low
ASSURED IMAGING WOMEN'S WELLNESS OF SOUTHERN ARIZO,"6261 N LA CHOLLA BLVD, TUCSON, AZ 85741-3565",888-233-6121,Other,Low
ASSURED IMAGING WOMEN'S WELLNESS OF SOUTHERN AZ,"9180 E DESERT COVE AVE STE 1, SCOTTSDALE, AZ 85260-6254",888-233-6121,Other,Low
ASSURED IMAGING WOMENS WELLNESS OF SOUTHERN AZ,"7717 N HARTMAN LN, TUCSON, AZ 85743-5800",520-780-3572,Other,Low
ASU HEALTH SERVICES - POLYTECHNIC,"7332 E SUN DEVIL MALL, MESA, AZ 85212",480-965-9113,Other,Low
ASU HEALTH SERVICES - SDA SUN DEVIL ATHLETICS,"500 E VETERANS WAY LOWR L, TEMPE, AZ 85281",480-965-1360,Other,Low
ASU HEALTH SERVICES - SUN DEVIL FITNESS CENTER,"400 E APACHE BLVD STE 13, TEMPE, AZ 85281",480-965-6531,Other,Low
ASU HEALTH SERVICES - TEMPE,"451 E UNIVERSITY DR, TEMPE, AZ 85281-5390",480-965-9113,Other,Low
ASU HEALTH SERVICES - WEST CAMPUS,"4701 W THUNDERBIRD RD # UC, GLENDALE, AZ 85306-4900",602-543-8019,Hospital,High
ASU HEALTH SERVICES – DOWNTOWN,"500 N 3RD ST STE 1, PHOENIX, AZ 85004-2135",602-496-0721,Other,Low
ATHENIX ADVANCED PLASTIC SURGERY & AESTHETIC CENTE,"7221 E PRINCESS BLVD STE 100, SCOTTSDALE, AZ 85255-9674",480-426-0611,Other,Low
ATLAS MEDICAL SYSTEMS PLLC,"3320 N 3RD AVE, PHOENIX, AZ 85013-4304",480-588-3165,Other,Low
ATR INTEGRATED LLC,"205 E OSBORN RD, PHOENIX, AZ 85012-2327",602-628-0601,Other,Low
"AUDACIOUS LIVING, LLC","11225 N 28TH DR STE D218, PHOENIX, AZ 85029-5652",702-683-5187,Other,Low
"AURORA BEHAVIORAL HEALTH SYSTEM, LLC","6015 W PEORIA AVE, GLENDALE, AZ 85302-1213",623-344-4400,Other,Low
AURORA BEHAVIORAL HEALTHCARE TEMPE,"6350 S MAPLE AVE, TEMPE, AZ 85283-2857",480-345-5400,Other,Low
AURORA MEDICAL ASSOCIATES,"1254 W UNIVERSITY AVE, FLAGSTAFF, AZ 86001-7216",928-395-3296,Other,Low
AURORA SURGICAL CENTER,"1254 W UNIVERSITY AVE, FLAGSTAFF, AZ 86001-7216",928-395-3296,Primary Care Office,High
AVERY'S HOUSE LLC,"11624 E SHEA BLVD, SCOTTSDALE, AZ 85259-5111",602-694-9646,Other,Low
AVIVA CHILDREN'S SERVICES,"153 S PLUMER AVE, TUCSON, AZ 85719-6300",520-327-6779,Other,Low
AWAKENING RECOVERY CENTER,"293 W 5TH ST, SAFFORD, AZ 85546-2324",928-428-8070,Other,Low
"AWAKENING RECOVERY CENTER, LLC","1204 E BASELINE RD, TEMPE, AZ 85283-1454",480-209-1977,Other,Low
AXIOM CARE,"150 N OCOTILLO DR, APACHE JUNCTION, AZ 85120-3740",480-738-6025,Other,Low
AXIOM CARE,"4040 E MCDOWELL RD, PHOENIX, AZ 85008-4414",480-738-6025,Other,Low
AXIOM CARE,"4040 E MCDOWELL RD STE 215, PHOENIX, AZ 85008-4438",480-738-6025,Other,Low
AXIOM CARE,"4040 E MCDOWELL RD STE 211, PHOENIX, AZ 85008-4438",480-738-6025,Other,Low
AXIOM CARE,"150 N OCOTILLO DR, APACHE JUNCTION, AZ 85120-3740",602-875-0239,Other,Low
AXIOM CARE,"1422 N 44TH ST, PHOENIX, AZ 85008-5642",602-680-0636,Other,Low
"AXIOS WELLNESS CENTER, LLC","1840 E UNIVERSITY DR # SU, MESA, AZ 85203-8237",480-709-4567,Other,Low
AZ ADVANCED SURGERY CENTER & ADVANCED FERTILITY CA,"17612 N 59TH AVE, GLENDALE, AZ 85308-3795",480-874-2229,Primary Care Office,High
AZ ADVANCED SURGERY CENTER & ADVANCED FERTILITY CA,"9819 N 95TH ST, SCOTTSDALE, AZ 85258-4588",480-496-2345,Primary Care Office,High
AZ ADVANCED SURGERY CENTER & ADVANCED FERTILITY CA,"1475 W CHANDLER BLVD STE 1, CHANDLER, AZ 85224-6257",480-874-2229,Primary Care Office,High
AZ BEHAVIORAL HEALTH OUTREACH STRATEGIES,"633 E COTTONWOOD LN, CASA GRANDE, AZ 85122-2056",520-800-7966,Other,Low
AZ CENTER FOR CHANGE,"4205 N 7TH AVE STE 3, PHOENIX, AZ 85013-3078",602-253-8488,Other,Low
AZ CENTER OF EMPOWERMENT SERVICES,"1420 S 5TH AVE, YUMA, AZ 85364-4608",928-446-7146,Other,Low
AZ COMPASSIONATE CARE BEHAVIORAL & WELLNESS CLINIC,"15640 N 7TH ST STE A1, PHOENIX, AZ 85022-3520",602-858-0191,Other,Low
